,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
1037,Maruti Wagon R,11,102000,Dealer,Petrol,Manual,20.52,1197,81.8,5,200000
1038,Maruti Baleno,4,6700,Individual,Petrol,Manual,21.4,1197,83.1,5,650000
1039,Mahindra Scorpio,10,88000,Dealer,Diesel,Manual,13.5,2179,115.0,5,499000
1040,Honda Amaze,7,25000,Individual,Petrol,Manual,18.0,1198,86.7,5,560000
1041,Maruti Swift,15,67000,Dealer,Petrol,Manual,16.1,1298,88.2,5,160000
1042,Hyundai i20,7,74000,Dealer,Petrol,Manual,17.0,1197,80.0,5,575000
1043,Maruti Ertiga,4,100000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000
1044,Mahindra Scorpio,10,230000,Individual,Diesel,Automatic,11.79,2179,120.0,8,475000
1045,Maruti Swift,8,27000,Individual,Diesel,Manual,22.9,1248,74.0,5,450000
1046,Honda City,5,13000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,895000
1047,Hyundai Creta,3,70000,Individual,Diesel,Manual,20.5,1582,126.2,5,1300000
1048,Hyundai i20,8,57000,Dealer,Diesel,Manual,22.54,1396,88.76,5,450000
1049,Toyota Innova,5,186000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1350000
1050,Maruti Wagon R,7,41123,Dealer,Petrol,Manual,20.51,998,67.04,5,385000
1051,Ford Figo,9,90566,Dealer,Diesel,Manual,20.0,1399,68.0,5,250000
1052,Maruti Swift Dzire,5,50000,Dealer,Petrol,Manual,20.85,1197,83.14,5,550000
1053,Maruti Vitara,3,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
1054,Hyundai Creta,6,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
1055,Maruti Swift,3,13000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,670000
1056,Hyundai i20,6,42000,Dealer,Petrol,Manual,18.5,1197,80.0,5,490000
1057,Maruti Ciaz,3,15700,Dealer,Petrol,Automatic,20.28,1462,103.25,5,920000
1058,Maruti Ertiga,4,70000,Dealer,Diesel,Manual,24.52,1248,88.5,7,910000
1059,Maruti Ciaz,5,48448,Dealer,Petrol,Manual,20.73,1373,91.1,5,675000
1060,Honda City,3,21000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1185000
1061,Maruti Vitara,3,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000
1062,Honda City,5,64029,Dealer,Petrol,Manual,17.8,1497,117.3,5,750000
1063,Maruti Swift Dzire,9,37809,Dealer,Petrol,Manual,17.5,1298,85.8,5,335000
1064,Maruti Wagon R,5,29000,Dealer,Petrol,Automatic,20.51,998,67.0,5,450000
1065,Renault KWID,5,95518,Dealer,Petrol,Manual,23.01,999,67.0,5,295000
1066,Maruti Wagon R,7,25978,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
1067,Ford Ecosport,2,15000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1145000
1068,Honda Amaze,5,45000,Dealer,Petrol,Manual,18.0,1198,86.7,5,550000
1069,Maruti Ciaz,3,30000,Dealer,Petrol,Manual,20.65,1462,103.25,5,765000
1070,Toyota Innova,4,7000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1895000
1071,Hyundai Grand,8,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,320000
1072,Maruti Wagon R,12,87000,Dealer,Petrol,Manual,18.9,998,67.1,5,200000
1073,Mahindra XUV500,6,110000,Individual,Diesel,Manual,16.0,2179,140.0,7,1300000
1074,Honda City,11,80000,Individual,Petrol,Automatic,16.8,1497,118.0,5,300000
1075,Volkswagen Polo,8,89929,Dealer,Diesel,Manual,20.14,1498,88.0,5,441000
1076,Maruti Vitara,4,55000,Dealer,Diesel,Manual,24.3,1248,88.5,5,925000
1077,Honda City,2,11200,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1275000
1078,Mahindra Scorpio,7,46000,Dealer,Diesel,Manual,15.4,2523,75.0,9,825000
1079,Renault KWID,4,19000,Dealer,Petrol,Automatic,24.04,999,67.0,5,365000
1080,Hyundai i10,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,190000
1081,Hyundai Grand,7,89000,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000
1082,Honda City,7,89000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000
1083,Hyundai Verna,4,51000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,980000
1084,Hyundai Grand,1,5000,Individual,Petrol,Manual,20.7,1197,81.86,5,800000
1085,Maruti Swift Dzire,4,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
1086,Ford Figo,9,25000,Individual,Petrol,Manual,15.6,1196,70.0,5,295000
1087,Toyota Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,8,850000
1088,Maruti Swift,7,13100,Dealer,Petrol,Manual,21.21,1197,81.8,5,460000
1089,Maruti Wagon R,6,56000,Dealer,Petrol,Manual,20.51,998,67.04,5,395000
1090,Hyundai Verna,3,28000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1150000
1091,Maruti Alto,5,60000,Individual,Petrol,Manual,22.74,796,47.3,5,264000
1092,Maruti Swift,5,20000,Dealer,Petrol,Manual,22.0,1197,81.8,5,525000
1093,Hyundai Verna,1,3900,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1190000
1094,Maruti Alto,10,52349,Dealer,Petrol,Manual,20.92,998,67.1,5,214000
1095,Hyundai i20,6,34000,Dealer,Petrol,Manual,18.5,1197,82.9,5,495000
1096,Toyota Innova,8,80000,Dealer,Diesel,Manual,12.99,2494,100.0,8,600000
1097,Ford Ecosport,5,70000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
1098,Maruti Vitara,3,55000,Dealer,Diesel,Manual,24.3,1248,88.5,5,874000
1099,Maruti Swift Dzire,6,68000,Dealer,Diesel,Manual,19.3,1248,73.9,5,676000
1100,Renault KWID,5,21445,Dealer,Petrol,Manual,25.17,799,53.3,5,345000
1101,Hyundai i20,7,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
1102,Hyundai Grand,6,38597,Dealer,Diesel,Manual,24.0,1120,70.0,5,491000
1103,Hyundai i20,4,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,635000
1104,Maruti Swift,6,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
1105,Hyundai i20,12,88000,Dealer,Petrol,Manual,18.5,1197,80.0,5,275000
1106,Maruti Swift,7,62500,Dealer,Diesel,Manual,25.2,1248,74.0,5,485000
1107,Hyundai i10,12,84255,Dealer,Petrol,Manual,19.81,1086,68.05,5,215000
1108,Hyundai Creta,5,20000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1000000
1109,Hyundai Verna,7,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,700000
1110,Maruti Baleno,6,60000,Dealer,Diesel,Manual,27.39,1248,74.0,5,675000
1111,Maruti Alto,9,43000,Dealer,Petrol,Manual,19.7,796,46.3,5,230000
1112,Hyundai i20,6,18000,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
1113,Maruti Ertiga,3,62000,Individual,Petrol,Manual,19.34,1462,103.0,7,815000
1114,Maruti Ciaz,4,50000,Individual,Petrol,Manual,20.73,1373,91.1,5,680000
1115,Mahindra XUV500,6,72500,Dealer,Diesel,Manual,15.1,2179,140.0,7,811000
1116,Hyundai Verna,9,55000,Individual,Diesel,Manual,22.32,1582,126.32,5,450000
1117,Hyundai i20,10,115000,Individual,Petrol,Manual,18.5,1197,82.85,5,325000
1118,Hyundai i20,6,31695,Dealer,Petrol,Manual,18.6,1197,81.83,5,589000
1119,Hyundai i20,5,37962,Dealer,Diesel,Manual,21.19,1396,88.73,5,715000
1120,Maruti Ertiga,8,58277,Dealer,Petrol,Manual,16.02,1373,93.7,7,590000
1121,Maruti Swift Dzire,3,53000,Dealer,Diesel,Manual,19.3,1248,73.9,5,753000
1122,Maruti Alto,13,80000,Dealer,Petrol,Manual,19.7,796,46.3,5,135000
1123,Hyundai i20,10,25590,Dealer,Petrol,Manual,17.0,1197,80.0,5,319000
1124,Maruti Swift,6,41000,Dealer,Petrol,Manual,22.0,1197,81.8,5,515000
1125,Maruti Alto,12,46000,Dealer,Petrol,Manual,19.7,796,46.3,5,150000
1126,Maruti Wagon R,9,42710,Dealer,Petrol,Manual,18.9,998,67.1,5,285000
1127,Mahindra XUV500,7,43943,Dealer,Diesel,Manual,15.1,2179,140.0,7,775000
1128,Maruti Swift,5,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,590000
1129,Maruti Ertiga,6,98000,Dealer,Diesel,Manual,25.47,1248,88.5,7,750000
1130,Maruti Wagon R,7,43000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
1131,Hyundai Verna,8,60000,Dealer,Diesel,Manual,23.9,1582,126.2,5,485000
1132,Hyundai Grand,4,10000,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000
1133,Hyundai Grand,5,29901,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
1134,Mahindra XUV500,5,49000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1300000
1135,Maruti Vitara,4,54452,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
1136,Maruti Alto,6,70000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
1137,Maruti Swift Dzire,3,29000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775000
1138,Toyota Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1150000
1139,Maruti Wagon R,13,80000,Dealer,Petrol,Manual,18.9,1061,67.0,5,175000
1140,Hyundai i20,6,52000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
1141,Maruti Alto,6,34000,Individual,Petrol,Manual,22.74,796,47.3,5,255000
1142,Honda Amaze,8,164000,Dealer,Diesel,Manual,25.8,1498,98.6,5,435000
1143,Maruti Alto,12,25000,Dealer,Petrol,Manual,19.7,796,46.3,5,155000
1144,Renault KWID,4,33000,Dealer,Petrol,Manual,23.01,999,67.0,5,360000
1145,Maruti Swift,3,25000,Individual,Petrol,Automatic,22.0,1197,81.8,5,630000
1146,Maruti Ciaz,7,64000,Dealer,Diesel,Manual,26.21,1248,88.5,5,575000
1147,Hyundai i20,10,80000,Dealer,Petrol,Manual,18.5,1197,80.0,5,320000
1148,Maruti Wagon R,12,59000,Dealer,Petrol,Manual,18.9,1061,67.0,5,165000
1149,Maruti Wagon R,12,23710,Dealer,Petrol,Manual,18.9,998,67.1,5,190000
1150,Renault KWID,3,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000
1151,Maruti Ertiga,9,73000,Dealer,Diesel,Manual,20.77,1248,88.76,7,589000
1152,Toyota Innova,5,119000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1400000
1153,Volkswagen Polo,3,18523,Dealer,Petrol,Automatic,17.21,1798,189.0,4,875000
1154,Ford Ecosport,2,67000,Individual,Diesel,Manual,23.0,1498,98.96,5,979000
1155,Hyundai Grand,5,40125,Dealer,Petrol,Manual,18.9,1197,82.0,5,540000
1156,Hyundai i20,12,57000,Dealer,Petrol,Manual,17.0,1197,80.0,5,275000
1157,Hyundai Grand,2,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,575000
1158,Ford Ecosport,6,39720,Dealer,Petrol,Manual,18.88,999,123.24,5,650000
1159,Ford Ecosport,4,26000,Individual,Diesel,Manual,23.0,1498,98.96,5,700000
1160,Maruti Vitara,3,15734,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1020000
1161,Maruti Wagon R,13,55000,Dealer,Petrol,Manual,21.79,998,67.05,5,175000
1162,Maruti Vitara,3,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000
1163,Maruti Wagon R,16,138008,Dealer,Petrol,Manual,18.9,998,67.1,5,110000
1164,Honda Amaze,3,41612,Dealer,Petrol,Manual,17.8,1198,86.7,5,575000
1165,Toyota Innova,7,69000,Dealer,Diesel,Manual,12.8,2494,102.0,8,1120000
1166,Hyundai i20,10,89000,Dealer,Petrol,Automatic,15.0,1396,100.0,5,325000
1167,Mahindra XUV500,9,200000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000
1168,Hyundai Verna,9,71452,Dealer,Diesel,Automatic,19.08,1582,126.32,5,495000
1169,Ford Figo,6,52000,Dealer,Diesel,Manual,25.83,1498,99.0,5,550000
1170,Mahindra XUV500,6,135884,Dealer,Diesel,Manual,16.0,2179,140.0,7,950000
1171,Ford Ecosport,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,800000
1172,Honda City,5,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000
1173,Renault KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,299000
1174,Maruti Swift,6,107000,Individual,Diesel,Manual,25.2,1248,74.0,5,600000
1175,Volkswagen Polo,7,68000,Dealer,Diesel,Manual,20.14,1498,88.8,5,450000
1176,Maruti Swift Dzire,8,21000,Individual,Petrol,Manual,17.5,1298,85.8,5,470000
1177,Maruti Wagon R,4,17745,Dealer,Petrol,Manual,20.51,998,67.04,5,500000
1178,Honda Amaze,8,54642,Dealer,Diesel,Manual,25.8,1498,98.6,5,390000
1179,Hyundai i10,11,77739,Dealer,Petrol,Automatic,16.95,1197,78.9,5,290000
1180,Hyundai Grand,3,31025,Dealer,Petrol,Automatic,18.9,1197,81.86,5,596000
1181,Maruti Vitara,5,83000,Individual,Diesel,Manual,24.3,1248,88.5,5,650000
1182,Toyota Innova,8,74000,Dealer,Diesel,Manual,12.99,2494,100.6,8,950000
1183,Maruti Ertiga,5,37000,Dealer,Petrol,Manual,17.5,1373,91.1,7,695000
1184,Hyundai i20,9,90000,Individual,Petrol,Manual,17.0,1197,80.0,5,310000
1185,Ford Figo,6,20319,Dealer,Petrol,Manual,18.16,1196,86.8,5,355000
1186,Toyota Innova,9,174000,Dealer,Diesel,Manual,12.8,2494,102.0,8,850000
1187,Maruti Swift Dzire,11,80000,Dealer,Petrol,Manual,20.85,1197,83.14,5,325000
1188,Hyundai i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,540000
1189,Hyundai Creta,4,45000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1175000
1190,Maruti Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
1191,Hyundai i20,11,77000,Dealer,Petrol,Manual,17.0,1197,80.0,5,300000
1192,Hyundai i20,8,33000,Individual,Petrol,Manual,18.5,1197,82.9,5,325000
1193,Mahindra XUV500,6,57000,Individual,Diesel,Manual,16.0,1997,140.0,7,925000
1194,Hyundai i10,12,120000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
1195,Maruti Ciaz,7,43612,Dealer,Petrol,Manual,20.73,1373,91.1,5,555000
1196,Hyundai i20,3,49000,Dealer,Diesel,Manual,22.54,1396,88.73,5,840000
1197,Honda City,7,63000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
1198,Honda City,4,19900,Dealer,Petrol,Manual,17.8,1497,117.3,5,950000
1199,Maruti Baleno,6,47000,Dealer,Petrol,Manual,21.4,1197,83.1,5,570000
1200,Honda City,13,75000,Dealer,Petrol,Manual,17.7,1497,78.0,5,190000
1201,Ford Figo,5,145000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000
1202,Honda City,6,30000,Dealer,Petrol,Manual,17.8,1497,117.3,5,510000
1203,Maruti Alto,7,45000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
1204,Volkswagen Polo,3,14000,Dealer,Petrol,Manual,18.24,999,108.62,5,655000
1205,Renault KWID,4,15000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
1206,Renault KWID,4,16000,Individual,Petrol,Manual,23.01,999,67.0,5,315000
1207,Hyundai Grand,6,20000,Dealer,Diesel,Manual,24.0,1120,70.0,5,500000
1208,Maruti Swift Dzire,7,64000,Dealer,Diesel,Manual,23.4,1248,74.0,5,545000
1209,Maruti Ertiga,9,67000,Dealer,Diesel,Manual,20.77,1248,88.76,7,625000
1210,Honda City,7,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,540000
1211,Hyundai i20,5,50507,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
1212,Honda City,7,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000
1213,Maruti Alto,12,60000,Individual,Petrol,Manual,19.7,796,46.3,5,125000
1214,Maruti Wagon R,8,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,335000
1215,Maruti Wagon R,6,40000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
1216,Hyundai Grand,4,32212,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000
1217,Hyundai Creta,3,24000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1350000
1218,Maruti Swift,10,70000,Dealer,Petrol,Manual,18.6,1197,85.8,5,325000
1219,Maruti Swift Dzire,4,124000,Dealer,Diesel,Manual,23.4,1248,74.0,5,590000
1220,Hyundai i20,9,36000,Dealer,Petrol,Manual,17.0,1197,80.0,5,385000
1221,Maruti Alto,4,34153,Dealer,Petrol,Manual,24.7,796,47.3,5,320000
1222,Volkswagen Polo,5,45000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,665000
1223,Maruti Wagon R,10,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,235000
1224,Maruti Swift,6,78000,Dealer,Petrol,Manual,18.6,1197,85.8,5,450000
1225,Toyota Innova,3,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1800000
1226,Hyundai Verna,8,51000,Dealer,Diesel,Manual,22.32,1582,126.32,5,625000
1227,Hyundai i20,7,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5,430000
1228,Honda City,12,120000,Individual,Petrol,Manual,17.0,1497,118.0,5,235000
1229,Toyota Innova,13,165999,Dealer,Diesel,Manual,12.99,2494,100.0,7,461000
1230,Hyundai i20,9,24600,Dealer,Petrol,Manual,17.0,1197,80.0,5,330000
1231,Maruti Baleno,3,17947,Dealer,Petrol,Automatic,21.4,1197,83.1,5,825000
1232,Maruti Swift Dzire,3,29000,Dealer,Petrol,Automatic,18.5,1197,83.14,5,630000
1233,Maruti Wagon R,8,60000,Individual,Petrol,Manual,20.51,998,67.04,5,260000
1234,Hyundai Creta,6,67000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1059000
1235,Maruti Wagon R,8,62500,Dealer,Petrol,Manual,21.79,998,67.05,5,300000
1236,Maruti Swift Dzire,3,27000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,725000
1237,Ford Figo,9,46573,Dealer,Petrol,Manual,15.6,1196,70.0,5,269000
1238,Maruti Ertiga,5,68500,Dealer,Petrol,Automatic,17.03,1373,91.1,7,765000
1239,Maruti Swift Dzire,9,70000,Dealer,Diesel,Manual,19.3,1248,73.9,5,485000
1240,Hyundai Grand,5,20000,Dealer,Petrol,Manual,18.9,1197,82.0,5,510000
1241,Honda City,14,70000,Individual,Petrol,Manual,17.7,1497,78.0,5,350000
1242,Maruti Swift,8,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,448000
1243,Maruti Alto,4,90000,Individual,Petrol,Manual,24.7,796,47.3,5,255000
1244,Maruti Swift,4,36000,Dealer,Petrol,Manual,21.21,1197,81.8,5,575000
1245,Mahindra XUV500,7,72125,Individual,Diesel,Manual,15.1,2179,140.0,7,800000
1246,Maruti Wagon R,8,55149,Dealer,Petrol,Manual,20.51,998,67.04,5,311000
1247,Volkswagen Polo,3,22000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,760000
1248,Toyota Innova,10,68900,Dealer,Diesel,Manual,12.8,2494,102.0,7,665000
1249,Maruti Ciaz,4,27400,Dealer,Petrol,Manual,20.73,1373,91.1,5,655000
1250,Maruti Swift Dzire,5,30000,Individual,Petrol,Manual,17.5,1298,85.8,5,600000
1251,Honda City,5,57000,Dealer,Petrol,Manual,17.4,1497,117.3,5,725000
1252,Maruti Swift Dzire,3,70000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
1253,Honda Amaze,8,31497,Dealer,Petrol,Manual,18.0,1198,86.7,5,393000
1254,Maruti Baleno,3,26600,Dealer,Petrol,Manual,21.01,1197,81.8,5,665000
1255,Hyundai i20,2,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,710000
1256,Renault KWID,3,10000,Dealer,Petrol,Manual,23.01,999,67.0,5,385000
1257,Hyundai i20,8,62000,Dealer,Diesel,Manual,21.9,1396,90.0,5,425000
1258,Hyundai Grand,5,42845,Dealer,Petrol,Manual,18.9,1197,82.0,5,438000
1259,Maruti Vitara,2,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1055000
1260,Toyota Innova,11,191876,Dealer,Diesel,Manual,12.8,2494,102.0,8,670000
1261,Maruti Swift,6,110000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
1262,Maruti Alto,10,69000,Dealer,Petrol,Manual,19.7,796,46.3,5,140000
1263,Hyundai i10,10,24600,Individual,Petrol,Manual,20.36,1197,78.9,5,240000
1264,Maruti Baleno,4,34428,Dealer,Petrol,Manual,21.4,1197,83.1,5,625000
1265,Maruti Baleno,5,49551,Dealer,Petrol,Manual,21.4,1197,83.1,5,620000
1266,Hyundai i10,12,57800,Dealer,Petrol,Manual,20.36,1197,78.9,5,255000
1267,Honda City,4,44897,Dealer,Petrol,Automatic,18.0,1497,117.6,5,850000
1268,Maruti Swift Dzire,3,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,800000
1269,Toyota Innova,4,55000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1755000
1270,Maruti Ertiga,8,73000,Dealer,Diesel,Manual,25.47,1248,88.5,7,665000
1271,Mahindra Scorpio,10,105000,Individual,Diesel,Manual,12.05,2179,120.0,8,460000
1272,Maruti Baleno,4,43000,Individual,Petrol,Manual,21.4,1197,83.1,5,700000
1273,Maruti Swift,3,20000,Individual,Diesel,Manual,28.4,1248,74.0,5,790000
1274,Hyundai i20,5,27884,Dealer,Petrol,Manual,18.6,1197,81.83,5,629000
1275,Hyundai i20,4,37000,Dealer,Diesel,Manual,22.54,1396,88.73,5,680000
1276,Toyota Innova,9,500000,Individual,Diesel,Manual,12.99,2494,100.0,7,650000
1277,Toyota Innova,5,51000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1775000
1278,Maruti Swift Dzire,6,104000,Dealer,Diesel,Manual,28.4,1248,74.02,5,395000
1279,Toyota Innova,4,110000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1700000
1280,Maruti Wagon R,11,57000,Dealer,Petrol,Manual,18.9,998,67.1,5,211000
1281,Toyota Innova,4,109000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1575000
1282,Hyundai Grand,7,82530,Dealer,Petrol,Manual,18.9,1197,82.0,5,490000
1283,Hyundai i20,10,23000,Dealer,Petrol,Manual,18.5,1197,80.0,5,340000
1284,Maruti Alto,2,7602,Dealer,Petrol,Automatic,23.95,998,67.05,5,425000
1285,Maruti Vitara,4,77665,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
1286,Toyota Innova,10,108800,Dealer,Diesel,Manual,12.8,2494,102.0,7,595000
1287,Maruti Alto,13,30000,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
1288,Volkswagen Polo,9,38000,Dealer,Diesel,Manual,22.07,1199,73.9,5,295000
1289,Maruti Swift Dzire,6,86000,Dealer,Diesel,Manual,26.59,1248,74.0,5,675000
1290,Hyundai Verna,3,18000,Dealer,Diesel,Manual,22.0,1582,126.2,5,1150000
1291,Volkswagen Polo,3,27000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,875000
1292,Volkswagen Polo,6,65817,Dealer,Diesel,Manual,20.14,1498,88.8,5,580000
1293,Maruti Wagon R,8,50287,Dealer,Petrol,Manual,20.51,998,67.04,5,360000
1294,Hyundai Creta,2,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
1295,Hyundai i20,5,75000,Individual,Petrol,Manual,18.6,1197,81.83,5,525000
1296,Hyundai i20,8,130000,Individual,Diesel,Manual,21.9,1396,88.76,5,400000
1297,Renault KWID,4,54000,Dealer,Petrol,Automatic,24.04,999,67.0,5,345000
1298,Maruti Alto,4,9210,Dealer,Petrol,Manual,24.7,796,47.3,5,310000
1299,Maruti Swift Dzire,9,20699,Dealer,Diesel,Manual,23.4,1248,74.0,5,475000
1300,Volkswagen Polo,7,70000,Dealer,Petrol,Manual,16.47,1198,74.0,5,460000
1301,Maruti Wagon R,7,101200,Dealer,Petrol,Manual,18.9,998,67.1,5,380000
1302,Mahindra Scorpio,5,35000,Dealer,Diesel,Manual,15.4,2179,120.0,8,1150000
1303,Hyundai i20,6,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,499000
1304,Maruti Alto,11,50000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
1305,Ford Figo,10,55500,Dealer,Diesel,Manual,20.0,1399,68.05,5,275000
1306,Honda City,18,177000,Dealer,Petrol,Manual,11.7,1343,100.0,5,100000
1307,Maruti Ciaz,5,94400,Individual,Diesel,Manual,28.09,1248,88.5,5,595000
1308,Volkswagen Polo,5,30000,Dealer,Petrol,Manual,16.2,1199,74.0,5,530000
1309,Hyundai Grand,3,15914,Dealer,Petrol,Manual,18.9,1197,81.86,5,510000
1310,Mahindra XUV500,6,72000,Dealer,Diesel,Manual,15.1,2179,140.0,7,880000
1311,Hyundai Verna,9,32472,Dealer,Petrol,Manual,17.01,1591,121.3,5,448000
1312,Honda City,5,57116,Dealer,Petrol,Manual,17.4,1497,117.3,5,665000
1313,Volkswagen Polo,3,15000,Individual,Petrol,Manual,18.78,999,75.0,5,595000
1314,Toyota Innova,13,125000,Individual,Diesel,Manual,12.8,2494,102.0,8,450000
1315,Hyundai Verna,2,6500,Individual,Petrol,Manual,17.1,1591,121.3,5,1035000
1316,Maruti Ertiga,8,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7,585000
1317,Renault KWID,5,37250,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
1318,Maruti Ertiga,6,76000,Dealer,Diesel,Manual,24.52,1248,88.5,7,770000
1319,Hyundai Grand,5,21000,Dealer,Petrol,Manual,18.9,1197,82.0,5,480000
1320,Volkswagen Polo,8,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,350000
1321,Hyundai Verna,2,23150,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1385000
1322,Honda City,6,66996,Dealer,Petrol,Manual,17.4,1497,117.6,5,675000
1323,Maruti Alto,5,13000,Individual,Petrol,Manual,23.95,998,67.05,5,299000
1324,Maruti Baleno,4,17865,Dealer,Petrol,Manual,21.4,1197,83.1,5,677000
1325,Maruti Vitara,4,67000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
1326,Maruti Ertiga,4,65000,Dealer,Diesel,Manual,24.52,1248,88.5,7,1000000
1327,Hyundai Grand,4,36643,Dealer,Diesel,Manual,24.0,1186,73.97,5,555000
1328,Maruti Wagon R,2,7800,Dealer,Petrol,Manual,21.5,1197,81.8,5,545000
1329,Hyundai i20,8,70000,Dealer,Petrol,Manual,18.5,1197,80.0,5,410000
1330,Honda City,7,117000,Dealer,Diesel,Manual,25.1,1498,98.6,5,691000
1331,Honda City,7,39000,Dealer,Diesel,Manual,25.1,1498,98.6,5,725000
1332,Maruti Baleno,3,9600,Dealer,Petrol,Automatic,19.56,1197,81.8,5,825000
1333,Mahindra XUV500,6,76000,Dealer,Diesel,Manual,16.0,1997,140.0,7,776000
1334,Maruti Swift Dzire,4,81000,Dealer,Petrol,Manual,20.85,1197,83.14,5,625000
1335,Maruti Swift Dzire,10,35000,Dealer,Petrol,Manual,17.5,1298,85.8,5,350000
